"adr_company_id","name1","strno","name2","name3","street","city_code","country_id","lang_country_name","zip_code","post_box_no","post_box_code","vat_tin","cst_tin","name3","lang_property_name","master_property_id","payment_condition_id","lang_description","net_days","transit_days","email","telephone1","telephone2","email","account_no","bank_code","bank_name","bank_address","financial_account_no"
"1833","JAINSONS ELECTRONICS","C-28",,"PATPAR GANG INDUSTRIAL AREA
DELHI-92",,,"1","INDIA","DL",,"AAAFJ6376J","07860216212",,"PATPAR GANG INDUSTRIAL AREA
DELHI-92","Supplier","2","68","100% ADVANCE ","1","0","jainsonselectronics@gmail.com",,,"jainsonselectronics@gmail.com","0410084000000006","SIBL0000410","SOUTH INDIAN BANK",,"2816"
"1834","CHEMCLOTEX CORPORATION","18",,"HINDUSTAN KOHINOOR INDL. COMPLEX, LBS MARG, 
VIKHROLI (W), 
MUMBAI - 400 083",,,"1","INDIA","MH","AABPA3407GXD001","AABPA3407G","27270260875V",,"HINDUSTAN KOHINOOR INDL. COMPLEX, LBS MARG, 
VIKHROLI (W), 
MUMBAI - 400 083","Supplier","2","67","30 DAYS FROM INVOICE DATE ","30","0",,,,,"50200006636496","HDFC0000998","HDFC BANK LIMITED","GROUND FLOOR, DHEERAJ KAWAL, LBS MARG, VIKHROLI (W), MUMBAI - 400 079.","2817"
"1836","ADVANTECH INDUSTRIES",,,"602 KRISHNA REGENCY, PLOT NO 40, SECTOR 30, VASHI, NAVI MUMBAI 400706
",,,"1","INDIA","MH",,"AAYFA2980P","27641014992 V","27641014992 C","602 KRISHNA REGENCY, PLOT NO 40, SECTOR 30, VASHI, NAVI MUMBAI 400706
","Supplier","2","1","30 DAYS AFTER RECEIPT OF MATERIAL ","30","0",,,,,,NULL,NULL,NULL,"2821"
"1838","LIFELINE INSTITUTE OF FIRST AID and EMERGENCY MEDICINE",,,"3RD,FLOOR KUSUMANJALI BLDG, GOKHALE ROAD,NAUPADATHANE (W)
",,,"1","INDIA",,,"AACCT1071D",,,"3RD,FLOOR KUSUMANJALI BLDG, GOKHALE ROAD,NAUPADATHANE (W)
","Supplier","2","16","15 DAYS CREDIT AFTER SUCCESSFUL TRIAL AT OUR FACTORY","15","0","lifethane@gmail.com",,"02225804495","lifethane@gmail.com","040100103353","COSB0000040","THE COSMOS CO-OP BANK LTD","NAUPADA","2823"
"184","GODREJ SARA LEE LTD LOKHRA",,,,,,"1","INDIA",,,,,,,"Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0",,,,,,NULL,NULL,NULL,"326"
"1840","A. S. MULTI SALES",,,"116/209 F-17, SAIYED NAGAR, RAWATPUR, KANPUR- 208019 ",,,"1","INDIA",,,"ALIPA3264H","9337505446",,"116/209 F-17, SAIYED NAGAR, RAWATPUR, KANPUR- 208019 ","Supplier","2","68","100% ADVANCE ","1","0",,,,,"09620200003579","BARB0PANKIX","BANK OF BARODA","PANKI SITE-1, KANPUR","2829"
"1842","CONTROL TECHNIQUES INDIA PVT LTD.",,,"117-B,DEVELOPED PLOT, INDUSTRIAL ESTATE,PERUNGUDI,CHENNAI-600096",,,"1","INDIA",,,,"33760923550","64573/93-94 Dt.19-11","117-B,DEVELOPED PLOT, INDUSTRIAL ESTATE,PERUNGUDI,CHENNAI-600096","Supplier","2","68","100% ADVANCE ","1","0","customercare.ctindia@emerson.com",,,"customercare.ctindia@emerson.com","101464008","CITI0000003","CITI BANK","CLUB HOUSE, CHENNAI","2831"
"1843","PINNACLE INFOVISION PVT. LTD",,,"204-205 COMMODITY EXCHANGE
NR. UBI, SECTOR- 19A, VASHI,
NAVI MUMBAI 400705",,,"1","INDIA",,,,"TIN 27210365862V","27210365862C","204-205 COMMODITY EXCHANGE
NR. UBI, SECTOR- 19A, VASHI,
NAVI MUMBAI 400705","Supplier","2","68","100% ADVANCE ","1","0","info@pinnacleinfo.net",,,"info@pinnacleinfo.net","365601010037194","UBIN0536563","UNION BANK OF INDIA","VASHI TURBHE","2832"
"1844","ANGEL DISTRIBUTORS CORP. ",,,"GALA NO.7, PLOT NO.3, SURVEY NO.126/P,
AMLI INDL. ESTATE, NEAR RAJ INDL. ESTATE,
AMLI, SILVASSA-396230 (INDIA)",,,"1","INDIA",,,"ACRPM1081G","26001000886","DNH / CST / T /0886","GALA NO.7, PLOT NO.3, SURVEY NO.126/P,
AMLI INDL. ESTATE, NEAR RAJ INDL. ESTATE,
AMLI, SILVASSA-396230 (INDIA)","Supplier","2","1","30 DAYS AFTER RECEIPT OF MATERIAL ","30","0","angeldcindia@gmail.com",,,"angeldcindia@gmail.com","04722100000259","DCBL0000047","DEVELOPMENT CREDIT BANK","SILVASSA","2833"
"1849","VINOD BALA MUNDRA",,,"FLAT NO. K-205,TOKARKHADA, SILVASSA",,,"1","INDIA",,,"AFXPM7031D",,,"FLAT NO. K-205,TOKARKHADA, SILVASSA","Supplier","2","24","IMMEDIATE AGAINST DELIVERY","1","0",,,,,,NULL,NULL,NULL,"2839"
"185","HUHTAMAKI RONSBERG",,,,,,"1","INDIA",,,,,,,"Supplier","2","68","100% ADVANCE ","1","0",,,,,,NULL,NULL,NULL,"341"
"1850","BLUE DART EXPRESS LIMITED",,,"RAJ COMPLEX, GR FLOOR,
OFF NH NO.8,
PLOT NO. 8/18, GIDC, VAPI- 396195",,,"1","INDIA",,,"AAACB0446L",,,"RAJ COMPLEX, GR FLOOR,
OFF NH NO.8,
PLOT NO. 8/18, GIDC, VAPI- 396195","Supplier","2",,NULL,NULL,"0",,,,,,NULL,NULL,NULL,"2840"
"1851","H.M. BARAIYA",,,"SANGALE STORE`S ,
463/4 , BHATT CHAWL,
S.G.ROAD, TARDEO, MUMBAI 400034
",,,"1","INDIA",,,"ALMPB8879K",,,"SANGALE STORE`S ,
463/4 , BHATT CHAWL,
S.G.ROAD, TARDEO, MUMBAI 400034
","Supplier","2","20","50% ADVANCE ALONG WITH PO and BALANCE AT THE TIME OF DELIVERY.","1","0",,"9824549937","9821563715",,"12460100010650","BARBOTARDEO","BANK OF BARODA","TARDEO","2841"
"1854","QATAR CHEMICAL AND PETROCHEMICAL MARKETING AND DISTRIBUTION COMPANY (MUNTAJAT) Q.J.S.C",,,"AL DANA TOWER STREEL 837,BLOCK 7, AREA 61- WEST BAY PO BOX 24445, DOHA, QATAR ",,,,NULL,,,,,,"AL DANA TOWER STREEL 837,BLOCK 7, AREA 61- WEST BAY PO BOX 24445, DOHA, QATAR ","Supplier","2","68","100% ADVANCE ","1","0","marketing.inda@muntajatbv.com ",,,"marketing.inda@muntajatbv.com ",,NULL,NULL,NULL,"2844"
"1855","MANISH T. JANGID",,,"BASERA HOUSSING COMPLEX, C-4/1, AMLI- SILVASSA.",,,"1","INDIA",,,"AIPPJ8391J",,,"BASERA HOUSSING COMPLEX, C-4/1, AMLI- SILVASSA.","Supplier","2","17","50% ADVANCE ALONG WITH PO and BALANCE BEFORE DISPATCH ","1","0","sunil.sharma@3dpackaging.in",,,"sunil.sharma@3dpackaging.in","00741000103524","HDFC0000074","HDFC BANK LTD-SILVASSA","SILVASSA","2845"
"1859","ZENTECH LABELS A/C AERO PHARMA",,,"R-714, T.T.C.IND. AREA,M.I.D.C., RABALE, NAVI MUMBAI
",,,"1","INDIA",,,"AADPY2621C","27680349550V",,"R-714, T.T.C.IND. AREA,M.I.D.C., RABALE, NAVI MUMBAI
","Supplier","2","49","AFTER  CUSTOMER PAYMENT RECEIPT","60","0","zentechlabels@gmail.com",,,"zentechlabels@gmail.com","CC-5001","CCBL0209009","CITIZEN CREDIT CO-OP BANK LTD","CHEMBUR","2849"
"186","HARK ENGINEERS PVT LTD",,,"B-205/206 ,CRYSTAL PLAZA , 2ND FLOOR ,B WING ,NEW LINK ROAD, ANDHERI, (W) MUMBAI -400053",,,"1","INDIA",,,,,,"B-205/206 ,CRYSTAL PLAZA , 2ND FLOOR ,B WING ,NEW LINK ROAD, ANDHERI, (W) MUMBAI -400053","Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0","harkengrs@vsnl.net",,,"harkengrs@vsnl.net","10305822137","SBIN0011029","STATE BANK OF INDIA  ","SPECIALISED COMMRCIAL BR.GIDC CHAR RASTA VAPI GUJARAT ","336"
"1860","MANGAL DEEP HARDWARE STORES",,,"SHOP NO.3 GOKUL DARSHAN, TOKHAR KHDA SILVASSA DNH",,,"1","INDIA",,,"AEVPC 2763 H"," 26001000258","adm/  dnh/t/258 dt.2","SHOP NO.3 GOKUL DARSHAN, TOKHAR KHDA SILVASSA DNH","Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0","mangaldeep_hardware@rediffmail.com",,,"mangaldeep_hardware@rediffmail.com","50200005135717","HDFC0002355","HDFC BANK LIMITED","SILVASSA","2850"
"1861","FAXONICS TECHNOLOGIES PVT. LTD.",,,"502/503,5TH FLOOR, MARUTI MENSION,
17 RAGHUNATH DADAJI STREET, FORT , MUMBAI - 400 001",,,"1","INDIA",,,"AABCF0965F","27080617018V DT. 03.","27080617018C DT. 03.","502/503,5TH FLOOR, MARUTI MENSION,
17 RAGHUNATH DADAJI STREET, FORT , MUMBAI - 400 001","Supplier","2","8","IMMEDIATE AGAINST PO","1","0","yashashree.modak@faxonics.com",,,"yashashree.modak@faxonics.com","6031100000517","ABHY0065006","Abhyudaya Co-operative Bank Ltd.",,"2851"
"1862","UNIK POLYPACK",,,"``Works : Plot No.2, GAT No. 196,
Behind VTC Ind., Darnadam Road,
Village – Vadivarhe,
Nasik – 422402``
",,,"1","INDIA",,"AABFU6215EXD001"," AABFU6215E","27170364138 V","27170364138 C","``Works : Plot No.2, GAT No. 196,
Behind VTC Ind., Darnadam Road,
Village – Vadivarhe,
Nasik – 422402``
","Supplier","2","1","30 DAYS AFTER RECEIPT OF MATERIAL ","30","0","harshit@parshvapolymers.com","022","022","harshit@parshvapolymers.com","210500100000624","SRCB0000210","THE SARASWAT CO-OP BANK LTD","MAHATMA NAGAR","2852"
"1864","LETRA GRAPHIX PVT LTD A/C ALCOS INTERNATIONAL",,,"60/3, PALODIA, OPP. ARANYA FARM, P.O. RANCHARDA, AHMEDABAD, 382 115",,,"1","INDIA","GJ","AAACL2737QXM002",,"24074300252","24574300252","60/3, PALODIA, OPP. ARANYA FARM, P.O. RANCHARDA, AHMEDABAD, 382 115","Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0","accounts@letragraphix.com","02764260410","02764260410","accounts@letragraphix.com",,NULL,NULL,NULL,"2872"
"1866","MSC AGENCY (INDIA) PVT. LTD.",,,"1ST FLRR, NEW ADMINISTRATIVE BLD, CWC LOG PARK CFS, SECTOR -10, PLT NO.4,D'NODE NAVI MUMBAI",,,"1","INDIA",,,"AACCM7663AST02",,,"1ST FLRR, NEW ADMINISTRATIVE BLD, CWC LOG PARK CFS, SECTOR -10, PLT NO.4,D'NODE NAVI MUMBAI","Supplier","2",,NULL,NULL,"0","sumeetmsc@mscindia.com",,,"sumeetmsc@mscindia.com",,NULL,NULL,NULL,"2856"
"187","HEMANT TOOLS PVT LTD",,,,,,"1","INDIA",,,,,,,"Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0","rakesh@hemanttools.co.in",,,"rakesh@hemanttools.co.in","055505004297","ICIC0000555","ICICI BANK","BKC,MUMBAI","339"
"1872","SHRI BALAJI CARRYING CORPORATION TRANSPORT CONTRACTOR",,,"F2-305, SHREE NATHJI PARK , OPP CHANOD GARM PANCHAYT CHANOD VAPI GUJRAT 396230",,,"1","INDIA",,,"BGDPS9430C",,,"F2-305, SHREE NATHJI PARK , OPP CHANOD GARM PANCHAYT CHANOD VAPI GUJRAT 396230","Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0","shreebalajicc@gmail.com",,,"shreebalajicc@gmail.com","0085-P66615-050","INDB0000085","INDUSIND BANK","VAPI GUJARAT","2862"
"1873","SIDDH PRECISION MOLDS.",,,"Gala no.3 , J P Colaco Industrial Estate, S. No. 75/1, Plot No. 94/B,Village Valiv, Taluka Vasai, District Thane- 401208",,,"1","INDIA",,,"BDNPB2396D","27321059497V","27321059497C","Gala no.3 , J P Colaco Industrial Estate, S. No. 75/1, Plot No. 94/B,Village Valiv, Taluka Vasai, District Thane- 401208","Supplier","2","17","50% ADVANCE ALONG WITH PO and BALANCE BEFORE DISPATCH ","1","0","siddhprecisionmolds@gmail.com",,,"siddhprecisionmolds@gmail.com","0812000100373401","KARB0000081","KARNATAKA BANK LTD","Borivali,MUMBAI","2864"
"1874","CARGO PARTNER LOGISTICS INDIA PVT LTD",,,"129/130/131, 1ST FL, SAHAR CARGO ESTATE OFF JB NAGAR CHAKALA 400099",,,"1","INDIA",,,"AACCC9129K",,,"129/130/131, 1ST FL, SAHAR CARGO ESTATE OFF JB NAGAR CHAKALA 400099","Supplier","2","6","45 DAYS CREDIT AFTER MATERIAL RECEIPT","45","0","rahul.pardeshi@cargo-partner.com",,,"rahul.pardeshi@cargo-partner.com","4017703001","DEUT0917CAL","DEUTSCHE BANK",,"2865"
"1876","KISMAT COMMUNICATIONS  ",,,"ADDRESS- SHOP NO. 03, SAI COMPLEX, NR. GOVINDA COMPLEX. GIDC, VAPI",,,"1","INDIA",,,"ALDPK2313C",,,"ADDRESS- SHOP NO. 03, SAI COMPLEX, NR. GOVINDA COMPLEX. GIDC, VAPI","Supplier","2",,NULL,NULL,"0","keshab.bhanja@3dpackaging.in",,,"keshab.bhanja@3dpackaging.in",,NULL,NULL,NULL,"2867"
"1877","RAFIK G. SHAIKH",,,"NEAR FIRE STATION , MAIN VAPI ROAD, 
SILVASSA0 396230
",,,"1","INDIA",,,"DBIPS7870C",,,"NEAR FIRE STATION , MAIN VAPI ROAD, 
SILVASSA0 396230
","Supplier","2",,NULL,NULL,"0","keshab.bhanja@3dpackaging.in",,,"keshab.bhanja@3dpackaging.in",,NULL,NULL,NULL,"2868"
"188","HEMANSHU TOOLS CORPORATION",,,,,,"1","INDIA",,,,,,,"Supplier","2","18","CASH PAYMENT","1","0","shilpa.zope@3dpackaging.in",,,"shilpa.zope@3dpackaging.in","16210200001151","BARB0BOREAS","BANK OF BARODA","BORIVALI(EAST)","338"
"1880","SAI PACKAGING A/C HIMALAYA",,,"PLOT NO. 256 , 8TH CROSS,
4TH PHASE, PEENYA INDUSTRIAL AREA ,
BANGALOR -560068
",,,"1","INDIA",,"AABCS7363LXM003",,"29890054667",,"PLOT NO. 256 , 8TH CROSS,
4TH PHASE, PEENYA INDUSTRIAL AREA ,
BANGALOR -560068
","Supplier","2","49","AFTER  CUSTOMER PAYMENT RECEIPT","60","0","dk@saiprinters.com",,,"dk@saiprinters.com","190011013508","VYSA0001470","ING VYSYA BANK LTD","BANGALOR","2870"
"1881","WISDOM HR SERVICES",,,"PARK CITY, A-302, KILVANI ROAD, SILVASSA",,,"1","INDIA",,,"AAOPL9885A",,,"PARK CITY, A-302, KILVANI ROAD, SILVASSA","Supplier","2",,NULL,NULL,"0","keshab.bhanja@3dpackaging.in",,,"keshab.bhanja@3dpackaging.in",,NULL,NULL,NULL,"2871"
"1885","SATYAM TECHNOCRATS",,,"PLOT NO.14, SURVEY NO. 82 and 81, B/H 132KV SUBSTATION, AMBAD, NASHIK - 422010
",,,"1","INDIA",,,"ABIFS2576C","27930615338V",,"PLOT NO.14, SURVEY NO. 82 and 81, B/H 132KV SUBSTATION, AMBAD, NASHIK - 422010
","Supplier","2","6","45 DAYS CREDIT AFTER MATERIAL RECEIPT","45","0","info@satyamtechnocrats.com",,,"info@satyamtechnocrats.com","30948719140","SBIN0007497","STATE BANK OF INDIA",,"2878"
"1887","SOFTECH COMPUTER SERVICES",,," 205, RUDRAKSH COMPLEX, Opp. AVABAI SCHOOL,VALSAD,GUJRAT",,,"1","INDIA",,,"ABCPV6973G","24250100836 Dated 27","24750100836  Dated 2"," 205, RUDRAKSH COMPLEX, Opp. AVABAI SCHOOL,VALSAD,GUJRAT","Supplier","2","68","100% ADVANCE ","1","0","jatin@softechdatacom.com",,,"jatin@softechdatacom.com","006805000331","ICIC0000068","ICICI BANK LTD",,"2879"
"189","H K ENTERPRISES",,"RAJ MANDIR CO-OP SOC LTD","A-207, RAJMANDIR CO- OP SOC, NEAR GUNJAN CINEMA, KOPARLI ROAD,VAPI-396195",,,"1","INDIA",,,"AHAPP6012A",,,"A-207, RAJMANDIR CO- OP SOC, NEAR GUNJAN CINEMA, KOPARLI ROAD,VAPI-396195","Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0","hk_enterprises2001@yahoo.co.uk",,,"hk_enterprises2001@yahoo.co.uk","01702560004216","HDFC0000170","HDFC BANK LIMITED","CHALA ,VAPI","333"
"1892","VALIA IMPEX PVT LTD",,,"ANDHERI -EAST","GROUND FLOOR, KAILASH TOWER, A WING WESTERN EXPRESSS HIGHWAY,","400061","1","INDIA","MH",,"AAACV1301",,,"ANDHERI -EAST","Supplier","2","19","CHEQUE PAYMENT ","1","7","nikunj_gandhi@vipl.com  ","9967600161","9967600161","nikunj_gandhi@vipl.com  ","`007884600001281","YESB0000078","YES BANK LTD","SHRI AMBA SHANTI CHAMBER,ANDHERI","2885"
"1893","SYNDICATE LABELS A/C EMAMI","6E",,"JHANDEWALAN EXT ,NEW DELHI 110055","RANI JHANSI ROAD, ",,"1","INDIA",,,"AAXFS1523P","07340264804",,"JHANDEWALAN EXT ,NEW DELHI 110055","Supplier","2","49","AFTER  CUSTOMER PAYMENT RECEIPT","60","0","rlverma@syndicatelabels.com",,,"rlverma@syndicatelabels.com","21000500000021","BARB0OVERSE","BANK OF BARODA","IBB DELHI NEW DELHI","2886"
"1894","SRV GLOBAL FREIGHT PVT. LTD.",,,"A901, RUDRA PRAYAG APT. RAMDEV NAGAR CROSS ROAD, SSATELLITE ROAD, AHMEDABAD -380015",,,"1","INDIA",,,"AAPCS8206E",,,"A901, RUDRA PRAYAG APT. RAMDEV NAGAR CROSS ROAD, SSATELLITE ROAD, AHMEDABAD -380015","Supplier","2","60","60 DAYS FROM DATE OF BILL","60","0","margaret.banzi@3dpackaging.in",,,"margaret.banzi@3dpackaging.in","03062560003458","HDFC0000306","HDFC BANK LTD",,"2887"
"1895","JIGAR TRAVELS",,,"1/19, JUHU GULMOHAR BLDG., OPP. AXIS BANK ,JUHU SCHEME, MUMBAI -400049",,,"1","INDIA",,,,,,"1/19, JUHU GULMOHAR BLDG., OPP. AXIS BANK ,JUHU SCHEME, MUMBAI -400049","Supplier","2",,NULL,NULL,"0","account@3dpackaging.in",,,"account@3dpackaging.in",,NULL,NULL,NULL,"2888"
"1896","KARUNA TRANSFORMER ",,,"SHOP NO. 9, VRAJ DARSHAN COMPLEX, OPP.JAIN TEMPLE, 
VAPI-SILVASSA ROAD,DADRA- 396193",,,"1","INDIA",,,"ACTPI0545F",,,"SHOP NO. 9, VRAJ DARSHAN COMPLEX, OPP.JAIN TEMPLE, 
VAPI-SILVASSA ROAD,DADRA- 396193","Supplier","2",,NULL,NULL,"0","keshab.bhanja@3dpackaging.in",,,"keshab.bhanja@3dpackaging.in",,NULL,NULL,NULL,"2889"
"1897","NEO MATRIX PLACEMENT and CONSULTANCY SERVICES",,,"16, ADIVASI BHAVAN, OPP, PIONEER HOTEL, SILVASSA",,,"1","INDIA",,,"AZEPK7038D",,,"16, ADIVASI BHAVAN, OPP, PIONEER HOTEL, SILVASSA","Supplier","2",,NULL,NULL,"0","keshab.bhanja@3dpackaging.in",,,"keshab.bhanja@3dpackaging.in",,NULL,NULL,NULL,"2890"
"1898","BLQS CONSULTANCY PVT LTD",,,"OFFICE NO. 5, MANTRI LAVENDULA, BAVDHAN, PUNE 411021",,,"1","INDIA",,,"AADCB1008R",,,"OFFICE NO. 5, MANTRI LAVENDULA, BAVDHAN, PUNE 411021","Supplier","2",,NULL,NULL,"0","keshab.bhanja@3dpackaging.in",,,"keshab.bhanja@3dpackaging.in",,NULL,NULL,NULL,"2891"
"190","HONESTY SUBSCRIPTION AGENCY",,,,,,"1","INDIA",,,,,,,"Supplier","2","8","IMMEDIATE AGAINST PO","1","0","honesty@vsnl.com",,,"honesty@vsnl.com","002420100041880","BKID0000024","BANK OF INDIA","KALBADEVI,MUMBAI","340"
"1900","FAYAJ MOTOR GARAGE",,,"MINI BUS STAND TOKAR KHADA, SILVASSA- 396 230",,,"1","INDIA",,,"BXUPS1895K",,,"MINI BUS STAND TOKAR KHADA, SILVASSA- 396 230","Supplier","2",,NULL,NULL,"0","keshab.bhanja@3dpackaging.in",,,"keshab.bhanja@3dpackaging.in",,NULL,NULL,NULL,"2893"
"1901","IDEA CELLULAR LTD PHONE NO. 7046533397",,,,,,"1","INDIA",,,"AAACB2100P",,,,"Supplier","2",,NULL,NULL,"0","keshab.bhanja@3dpackaging.in",,,"keshab.bhanja@3dpackaging.in",,NULL,NULL,NULL,"2894"
"1902","IDEA CELLULAR LTD PHONE NO. 7046533398",,,,,,"1","INDIA",,,"AAACB2100P",,,,"Supplier","2",,NULL,NULL,"0","keshab.bhanja@3dpackaging.in",,,"keshab.bhanja@3dpackaging.in",,NULL,NULL,NULL,"2895"
"1903","IDEA CELLULAR LTD PHONE NO. 7046533399",,,,,,"1","INDIA",,,"AAACB2100P",,,,"Supplier","2",,NULL,NULL,"0","keshab.bhanja@3dpackaging.in",,,"keshab.bhanja@3dpackaging.in",,NULL,NULL,NULL,"2896"
"1904","GATI - KINTETSU EXPRESS PVT LTD",,,"PLOT NO. 20, SYRVEY NO. 12, KOTHAGUDA
HYDERABAD- 500 084
",,,"1","INDIA",,,"AAADCG2096A",,,"PLOT NO. 20, SYRVEY NO. 12, KOTHAGUDA
HYDERABAD- 500 084
","Supplier","2",,NULL,NULL,"0","keshab.bhanja@3dpackaging.in",,,"keshab.bhanja@3dpackaging.in",,NULL,NULL,NULL,"2897"
"1905","NICE TRAVELS",,,"PLOT NBAUMER TECHNOLOGIES , 1ST PHASE, G.I.D.C , VAPI 396195",,,"1","INDIA",,,,,,"PLOT NBAUMER TECHNOLOGIES , 1ST PHASE, G.I.D.C , VAPI 396195","Supplier","2",,NULL,NULL,"0","nicevapi@gmail.com","0222436934","0222436934","nicevapi@gmail.com","017905000950","ICIC0000179","ICICI BANK","VAPI","2899"
"1906","ITW SBI FARNCE",,,"85 RUE CASTELLON . 01117 OYONAX, CEDEX FRANCE",,,"1","INDIA",,,,,,"85 RUE CASTELLON . 01117 OYONAX, CEDEX FRANCE","Supplier","2","1","30 DAYS AFTER RECEIPT OF MATERIAL ","30","0","shilpa.zope@3dpackaging.in",,,"shilpa.zope@3dpackaging.in",,NULL,NULL,NULL,"2900"
"1907","MAYUR R. JOSHI ",,,"B-8, HAPPY HOME PALACE SOC, GANDHI NAGAR , DOMBIVLI -E- 421201",,,"1","INDIA",,,"AAIPJ9312L",,,"B-8, HAPPY HOME PALACE SOC, GANDHI NAGAR , DOMBIVLI -E- 421201","Supplier","2",,NULL,NULL,"0","mrj0072000@gmail.com",,,"mrj0072000@gmail.com",,NULL,NULL,NULL,"2901"
"1908","LEISTER TECHNOLOGIES INDIA PRIVATE LIMITED",,,"No.4/27BKAMBAR STREET, ALANDUR , CHENNAI-600 016, TAMILNADU, INDIA",,,"1","INDIA",,,"AABCL4913B","33580925880",,"No.4/27BKAMBAR STREET, ALANDUR , CHENNAI-600 016, TAMILNADU, INDIA","Supplier","2","68","100% ADVANCE ","1","0","sivakumar.a@leister.in",,,"sivakumar.a@leister.in","603305016673","ICIC0006033","ICICI BANK LTD","CHENNAI","2902"
"1909","TOYO INK INDIA PVT LIMITED.(NEW)",,,"130/4, GIDC MAKARPURA, MAKARPURA.,VADODARA-380014",,,"1","INDIA",,"AACCT5137AED008","AACCT5137A","24190104490","24690104490","130/4, GIDC MAKARPURA, MAKARPURA.,VADODARA-380014","Supplier","2","49","AFTER  CUSTOMER PAYMENT RECEIPT","60","0","tarak@toyoinkindia.com",,,"tarak@toyoinkindia.com","17730200000935","BARB0JETALP","BANK OF BARODA","JETALPUR ","2903"
"191","HAFI ELEKTRA PVT LTD",,,,,,"1","INDIA",,,,,,,"Supplier","2","2","60 DAYS AFTER RECEIPT OF MATERIAL","60","0",,,,,,NULL,NULL,NULL,"334"
"1910","INTELLIGENT MOTION TECHNOLOGY PVT. LTD.",,,"``GAT NO. 202/A3,SHINDEWADI, 
TAL. BHOR, DIST. PUNE  – 412 205",,,"1","INDIA",,"AABCI2714XM003","AABCI 2714F","27800154417 V",,"``GAT NO. 202/A3,SHINDEWADI, 
TAL. BHOR, DIST. PUNE  – 412 205","Supplier","2","69"," 50% ADVANCE AGAINST PERFOMA AND 50% ONCE COMMERCIALISED","1","0","amolkajale@intelmotion.com",,,"amolkajale@intelmotion.com","914020003957646","UTIB0001436","AXIS BANK LIMITED","PUNE","2908"
"1912","MULANI and ASSCOCIATES",,,"105, AMBIKA COMMERCIAL COMPLEX , VASAI (E) DIST PALGHAR 401210",,,"1","INDIA",,,"AGQPM6797A",,,"105, AMBIKA COMMERCIAL COMPLEX , VASAI (E) DIST PALGHAR 401210","Supplier","2",,NULL,NULL,"0","account@3dpackaging.in",,,"account@3dpackaging.in","029100100000786","SRCB0000029","SARASWAT CO-OP BANK ",,"2915"
"1915","KONIA CHEMICALS PVT LTD",,,"201, BASS COMPLEX, N.H.8, CHAR RASTA, GIDC,VAPI
",,,"1","INDIA",,,"AAFCK5128B","24250703584",,"201, BASS COMPLEX, N.H.8, CHAR RASTA, GIDC,VAPI
","Supplier","2","1","30 DAYS AFTER RECEIPT OF MATERIAL ","30","0","info@koniachemicals.com",,,"info@koniachemicals.com","0646102000016922","IBKL0000646","IDBI BANK","VAPI","2918"
"1916","PRAGATHI CARGO MOVERS  ",,,"SHOP NO.1 STR -708,OPP.INDUSTRIAL PARK SANATH NAGAR HYDERABAD-500018",,,"1","INDIA",,,"ANCPB0337J",,,"SHOP NO.1 STR -708,OPP.INDUSTRIAL PARK SANATH NAGAR HYDERABAD-500018","Supplier","2","24","IMMEDIATE AGAINST DELIVERY","1","0","keshab.bhanja@3dpackaging.in",,,"keshab.bhanja@3dpackaging.in","23982000000114","HDFC0002398","HDFC BANK LTD","SANATH NAGAR","2919"
"1917","BHAVESH STEEL SALES SERVICE",,,"ADDRESS- 4 , AMIDHARA COMPLEX, DADRA NAGAR HAVELI, 
KIVANI ROAD, SILVASSA- 396 230
",,,"1","INDIA",,,,"26001000234",,"ADDRESS- 4 , AMIDHARA COMPLEX, DADRA NAGAR HAVELI, 
KIVANI ROAD, SILVASSA- 396 230
","Supplier","2",,NULL,NULL,"0","keshab.bhanja@3dpackaging.in",,,"keshab.bhanja@3dpackaging.in",,NULL,NULL,NULL,"2922"
"1918","INDIA AUTO GARAGE",,,"ADDRESS- PLOT NO. C-7-88, BEHIND AMBER HOTEL, G. I. D. C, VAPI- 396195",,,"1","INDIA",,,,,,"ADDRESS- PLOT NO. C-7-88, BEHIND AMBER HOTEL, G. I. D. C, VAPI- 396195","Supplier","2",,NULL,NULL,"0","keshab.bhanja@3dpackaging.in",,,"keshab.bhanja@3dpackaging.in",,NULL,NULL,NULL,"2923"
"1919","MATHURA`S SWEETS and FASTFOOD  ",,,"1,2 and A 104, New Gog Building. Opp. Collector office, silvassa
DNandH.",,,"1","INDIA",,,"AAXFM1804F",,,"1,2 and A 104, New Gog Building. Opp. Collector office, silvassa
DNandH.","Supplier","2",,NULL,NULL,"0","keshab.bhanja@3dpackaging.in",,,"keshab.bhanja@3dpackaging.in",,NULL,NULL,NULL,"2924"
